token,label,sentence_id
916-94-8739,O,0
iban:,O,0
gb3ikiav64209378666800,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
puma,O,0
boys,O,0
youth,O,0
universal,O,0
fg,O,0
200,O,0
each,O,0
1999,O,0
3998,O,0
10,O,0
4398,O,0
jr,O,0
soccer,O,0
cleats,O,0
2.5,O,0
white,O,0
high,O,0
red,O,0
new,O,0
futbol,O,0
2,O,0
lotto,O,0
youth,O,0
boys,O,0
fuerzapura,O,0
500,O,0
each,O,0
1999,O,0
9995,O,0
10,O,0
10994,O,0
lsoo,O,0
jr,O,0
soccer,O,0
cleats,O,0
size,O,0
2.5,O,0
white,O,0
blue,O,0
m6147,O,0
2.5y,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
13993,O,0
1399,O,0
15392,O,0
total,O,0
13993,O,0
1399,O,0
15392,O,0
invoice,O,0
no:,O,0
40108666,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
02/07/2020,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
bailey,O,0
murray,O,0
and,O,0
lewis,O,0
hester,O,0
inc,O,0
33771,O,0
powell,O,0
pike,O,0
suite,O,0
054,O,0
4000,O,0
tonya,O,0
rapid,O,0
suite,O,0
963,O,0
east,O,0
lisastad,O,0
ri,O,0
21938,O,0
south,O,0
marissaport,O,0
mn,O,0
39537,O,0
tax,O,0
id:,O,0
993-75-3149,O,0
tax,O,0
id:,O,0
998-98-6887,O,0
iban:,O,0
gbbomtni52501633185191,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
1.,O,0
microsoft,O,0
xbox,O,0
one,O,0
1,O,0
-,O,0
500,O,0
gb,O,0
100,O,0
each,O,0
17500,O,0
17500,O,0
10,O,0
19250,O,0
console,O,0
black,O,0
wl,O,0
controller,O,0
power,O,0
supply,O,0
good,O,0
2,O,0
nintendo,O,0
dsoriginal,O,0
ntr-001,O,0
300,O,0
each,O,0
099,O,0
297,O,0
10,O,0
327,O,0
console,O,0
camouflage,O,0
tested,O,0
works,O,0
3,O,0
nintendo,O,0
2ds,O,0
console,O,0
blue,O,0
500,O,0
each,O,0
5499,O,0
27495,O,0
10,O,0
30245,O,0
japan,O,0
model,O,0
combine,O,0
shipping,O,0
available,O,0
2,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
45292,O,0
4529,O,0
49821,O,0
total,O,0
45292,O,0
4529,O,0
49821,O,0
invoice,O,0
no:,O,0
73285932,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
07/25/2017,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
merritt,O,0
williams,O,0
and,O,0
young,O,0
olson,O,0
cisneros,O,0
and,O,0
moore,O,0
6801,O,0
frank,O,0
run,O,0
80943,O,0
beck,O,0
divide,O,0
west,O,0
in,O,0
06055,O,0
wadeport,O,0
ia,O,0
90419,O,0
tax,O,0
id:,O,0
963-86-7453,O,0
tax,O,0
id:,O,0
901-73-0142,O,0
iban:,O,0
gbi6huwq31434229260013,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
bcbgeneration,O,0
black,O,0
sleeveless,O,0
200,O,0
each,O,0
299,O,0
598,O,0
10,O,0
658,O,0
lace,O,0
back,O,0
cut,O,0
out,O,0
dress,O,0
sz,O,0
2,O,0
2,O,0
zpcs,O,0
baby,O,0
clothes,O,0
cotton,O,0
500,O,0
each,O,0
1099,O,0
5495,O,0
10,O,0
6045,O,0
hoodied,O,0
toppants,O,0
baby,O,0
boys,O,0
outfits,O,0
gentleman,O,0
3,O,0
nwt,O,0
1200,O,0
j,O,0
crew,O,0
silk,O,0
chiffon,O,0
100,O,0
each,O,0
29500,O,0
29500,O,0
10,O,0
32450,O,0
ivory,O,0
wedding,O,0
dress,O,0
with,O,0
beading,O,0
shein,O,0
blue,O,0
and,O,0
white,O,0
striped,O,0
500,O,0
each,O,0
800,O,0
4000,O,0
10,O,0
4400,O,0
wrap,O,0
dress,O,0
5,O,0
guess,O,0
dress,O,0
size,O,0
6,O,0
200,O,0
each,O,0
2000,O,0
4000,O,0
10,O,0
00,O,0
clifford,O,0
wills,O,0
black,O,0
500,O,0
each,O,0
599,O,0
2995,O,0
10,O,0
3295,O,0
netimesh,O,0
over,O,0
taupe,O,0
long,O,0
dress,O,0
size,O,0
matilda,O,0
jane,O,0
womens,O,0
light,O,0
300,O,0
each,O,0
5000,O,0
15000,O,0
10,O,0
16500,O,0
rising,O,0
high,O,0
low,O,0
green,O,0
floral,O,0
dress,O,0
size,O,0
l,O,0
pockets,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
61588,O,0
6159,O,0
67747,O,0
total,O,0
61588,O,0
6159,O,0
67747,O,0
mary,O,0
boys,O,0
44c,O,0
invoice,O,0
no:,O,0
15288019,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
09/07/2014,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
fernandez,O,0
ltd,O,0
wilson-wilson,O,0
06398,O,0
jensen,O,0
loaf,O,0
85455,O,0
carter,O,0
estate,O,0
andrewton,O,0
ar,O,0
65741,O,0
mooremouth,O,0
ct,O,0
29699,O,0
tax,O,0
id:,O,0
983-71-0649,O,0
tax,O,0
id:,O,0
922-87-0964,O,0
iban:,O,0
gb88dshk83384951793426,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
easy,O,0
no,O,0
tie,O,0
rubber,O,0
shoe,O,0
laces,O,0
100,O,0
each,O,0
155,O,0
155,O,0
10,O,0
171,O,0
colored,O,0
trainers,O,0
snickers,O,0
kids,O,0
adults,O,0
shoelaces,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
155,O,0
016,O,0
171,O,0
total,O,0
155,O,0
016,O,0
171,O,0
invoice,O,0
no:,O,0
57290992,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
10/03/2011,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
adams,O,0
plc,O,0
johnson,O,0
daniels,O,0
and,O,0
ramirez,O,0
uss,O,0
moon,O,0
6889,O,0
oliver,O,0
summit,O,0
fpo,O,0
aa,O,0
34591,O,0
south,O,0
ebony,O,0
ny,O,0
23978,O,0
tax,O,0
id:,O,0
964-98-1799,O,0
tax,O,0
id:,O,0
925-71-0496,O,0
iban:,O,0
gb3oolcj81769735097340,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
25x25,O,0
marble,O,0
black,O,0
top,O,0
500,O,0
each,O,0
2,O,0
78900,O,0
13,O,0
94500,O,0
10,O,0
15,O,0
33950,O,0
custom,O,0
table,O,0
carnelian,O,0
marquetry,O,0
art,O,0
halloween,O,0
gift,O,0
2,O,0
7x4,O,0
blue,O,0
random,O,0
marble,O,0
300,O,0
each,O,0
8,O,0
19409,O,0
24,O,0
58227,O,0
10,O,0
27,O,0
04050,O,0
dining,O,0
hallway,O,0
table,O,0
top,O,0
lapis,O,0
lazuli,O,0
decor,O,0
e947a,O,0
3,O,0
6x3,O,0
white,O,0
marble,O,0
dining,O,0
table,O,0
400,O,0
each,O,0
6,O,0
40849,O,0
25,O,0
63396,O,0
10,O,0
28,O,0
19736,O,0
top,O,0
multi,O,0
inlay,O,0
floral,O,0
elephant,O,0
art,O,0
decor,O,0
h4952,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
64,O,0
16123,O,0
6,O,0
41612,O,0
70,O,0
57735,O,0
total,O,0
64,O,0
16123,O,0
6,O,0
41612,O,0
70,O,0
57735,O,0
inlay,O,0
invoice,O,0
no:,O,0
56908352,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
01/11/2015,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
lozano,O,0
wang,O,0
and,O,0
smith,O,0
evans,O,0
curtis,O,0
and,O,0
salinas,O,0
8162,O,0
dunn,O,0
radial,O,0
13078,O,0
mora,O,0
garden,O,0
lauraland,O,0
id,O,0
83827,O,0
morseberg,O,0
wv,O,0
48959,O,0
tax,O,0
id:,O,0
914-76-8473,O,0
tax,O,0
id:,O,0
904-76-9217,O,0
iban:,O,0
gb68rrbm34982962207975,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
rage,O,0
by,O,0
bob,O,0
woodward,O,0
500,O,0
each,O,0
2293,O,0
11465,O,0
10,O,0
12612,O,0
donald,O,0
trump,O,0
new,O,0
hardcover,O,0
sept,O,0
2020,O,0
2,O,0
spectacular,O,0
ireland,O,0
coffee,O,0
400,O,0
each,O,0
1000,O,0
4000,O,0
10,O,0
4400,O,0
table,O,0
book,O,0
very,O,0
large,O,0
3,O,0
the,O,0
complete,O,0
lifes,O,0
little,O,0
400,O,0
each,O,0
409,O,0
1636,O,0
10,O,0
1800,O,0
instruction,O,0
book,O,0
by,O,0
brown,O,0
h_,O,0
jackson,O,0
jr.,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
17101,O,0
1710,O,0
18811,O,0
total,O,0
17101,O,0
1710,O,0
18811,O,0
invoice,O,0
no:,O,0
20012449,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
04/22/2013,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
jackson,O,0
ltd,O,0
combs,O,0
inc,O,0
58538,O,0
brandon,O,0
union,O,0
apt.,O,0
536,O,0
433,O,0
ferguson,O,0
land,O,0
apt:,O,0
377,O,0
taylorshire,O,0
pa,O,0
90588,O,0
kirkstad,O,0
mn,O,0
16124,O,0
tax,O,0
id:,O,0
989-83-1608,O,0
tax,O,0
id:,O,0
940-79-9180,O,0
iban:,O,0
gbizkvly05129120946380,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
press,O,0
wine,O,0
20l,O,0
fruit,O,0
cider,O,0
100,O,0
each,O,0
29900,O,0
29900,O,0
10,O,0
32890,O,0
apple,O,0
crusher,O,0
juice,O,0
grape,O,0
stainless,O,0
maker,O,0
grapes,O,0
new,O,0
2,O,0
marijuana,O,0
leaf,O,0
wine,O,0
stopper,O,0
400,O,0
each,O,0
720,O,0
2880,O,0
10,O,0
3168,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
32780,O,0
3278,O,0
36058,O,0
total,O,0
32780,O,0
3278,O,0
36058,O,0
invoice,O,0
no:,O,0
87734908,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
12/19/2019,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
chase,O,0
green,O,0
and,O,0
bailey,O,0
buckley,O,0
wright,O,0
and,O,0
chase,O,0
unit,O,0
1572,O,0
box,O,0
9604,O,0
3524,O,0
chandler,O,0
shoal,O,0
dpo,O,0
ap,O,0
69096,O,0
nicholasfurt,O,0
va,O,0
09561,O,0
tax,O,0
id:,O,0
934-71-9062,O,0
tax,O,0
id:,O,0
982-90-4927,O,0
iban:,O,0
gb68ucad28621555301869,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
the,O,0
invisible,O,0
life,O,0
of,O,0
addie,O,0
larue,O,0
200,O,0
each,O,0
299,O,0
598,O,0
10,O,0
658,O,0
ebook,O,0
new,O,0
original,O,0
high,O,0
quality,O,0
updated,O,0
2020,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
598,O,0
060,O,0
658,O,0
total,O,0
598,O,0
060,O,0
658,O,0
invoice,O,0
no:,O,0
92059706,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
04/28/2017,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
archer,O,0
davis,O,0
and,O,0
hudson,O,0
barton,O,0
decker,O,0
and,O,0
ferguson,O,0
089,O,0
heath,O,0
point,O,0
suite,O,0
115,O,0
731,O,0
clark,O,0
fords,O,0
new,O,0
david,O,0
il,O,0
52837,O,0
johnbury,O,0
hi,O,0
95582,O,0
tax,O,0
id:,O,0
963-96-1538,O,0
tax,O,0
id:,O,0
946-82-6210,O,0
iban:,O,0
gbiorhgr66287471350836,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
working,O,0
super,O,0
nintendo,O,0
snes,O,0
400,O,0
each,O,0
8500,O,0
34000,O,0
10,O,0
37400,O,0
original,O,0
system,O,0
console,O,0
wl,O,0
mario,O,0
world,O,0
2,O,0
sony,O,0
playstation,O,0
5,O,0
console,O,0
300,O,0
each,O,0
84999,O,0
2,O,0
54997,O,0
10,O,0
2,O,0
80497,O,0
pss-,O,0
presale-,O,0
disc,O,0
version,O,0
order,O,0
confirmed,O,0
3,O,0
nintendo,O,0
wii,O,0
console,O,0
mario,O,0
kart,O,0
300,O,0
each,O,0
19997,O,0
59991,O,0
10,O,0
65990,O,0
controller,O,0
wii,O,0
fit,O,0
2,O,0
board,O,0
remotes,O,0
game,O,0
bundle,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
3,O,0
48988,O,0
34899,O,0
3,O,0
83887,O,0
total,O,0
3,O,0
48988,O,0
34899,O,0
3,O,0
83887,O,0
pre,O,0
invoice,O,0
no:,O,0
72591450,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
05/13/2012,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
bishop,O,0
kelley,O,0
and,O,0
wright,O,0
allen,O,0
murray,O,0
and,O,0
carroll,O,0
058,O,0
sullivan,O,0
village,O,0
87328,O,0
arnold,O,0
crossroad,O,0
suite,O,0
206,O,0
north,O,0
isabella,O,0
nd,O,0
69747,O,0
south,O,0
ms,O,0
29781,O,0
tax,O,0
id:,O,0
956-72-8059,O,0
tax,O,0
id:,O,0
902-99-1117,O,0
iban:,O,0
gb63muda41776263491543,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
dell,O,0
optiplex,O,0
desktop,O,0
computer,O,0
500,O,0
each,O,0
14995,O,0
74975,O,0
10,O,0
82473,O,0
with,O,0
dual,O,0
19,O,0
lcd,O,0
monitors,O,0
windows,O,0
10,O,0
pro,O,0
2,O,0
fast,O,0
dell,O,0
optiplex,O,0
windows,O,0
10,O,0
300,O,0
each,O,0
11995,O,0
35985,O,0
10,O,0
39584,O,0
pro,O,0
desktop,O,0
computer,O,0
dual,O,0
core,O,0
6gb,O,0
160gb,O,0
dvd,O,0
wifi,O,0
3,O,0
hp,O,0
prodesk,O,0
400,O,0
gs,O,0
mini,O,0
500,O,0
each,O,0
20050,O,0
1,O,0
00250,O,0
10,O,0
1,O,0
10275,O,0
desktop,O,0
computer,O,0
i5-9500t,O,0
8gb,O,0
256gb,O,0
ssd,O,0
wiop,O,0
custom,O,0
gaming,O,0
computer,O,0
200,O,0
each,O,0
45000,O,0
90000,O,0
10,O,0
99000,O,0
5,O,0
fast,O,0
dell,O,0
optiplex,O,0
windows,O,0
10,O,0
300,O,0
each,O,0
12495,O,0
37485,O,0
10,O,0
41234,O,0
desktop,O,0
computer,O,0
tower,O,0
czd,O,0
4gb,O,0
dvd,O,0
wifi,O,0
17,O,0
lcd,O,0
amd,O,0
dual,O,0
core,O,0
3.9ghz,O,0
4gb,O,0
300,O,0
each,O,0
24999,O,0
74997,O,0
10,O,0
82497,O,0
ddr3,O,0
500gb,O,0
wifi,O,0
windows,O,0
10,O,0
office,O,0
desktop,O,0
pc,O,0
computer,O,0
custom,O,0
build,O,0
dell,O,0
optiplex,O,0
9020,O,0
300,O,0
each,O,0
22199,O,0
66597,O,0
10,O,0
73257,O,0
mt,O,0
i5-4570,O,0
3.20ghz,O,0
desktop,O,0
computer,O,0
pc,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
4,O,0
80289,O,0
48029,O,0
5,O,0
28318,O,0
total,O,0
4,O,0
80289,O,0
48029,O,0
5,O,0
28318,O,0
amy,O,0
invoice,O,0
no:,O,0
35593328,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
06/08/2011,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
cruz-carter,O,0
alexander-arias,O,0
11251,O,0
braun,O,0
square,O,0
63947,O,0
erin,O,0
parkway,O,0
apt:,O,0
073,O,0
north,O,0
alejandro,O,0
ut,O,0
73496,O,0
guzmanshire,O,0
ny,O,0
08857,O,0
tax,O,0
id:,O,0
938-91-6436,O,0
tax,O,0
id:,O,0
942-92-5992,O,0
iban:,O,0
gb4zrifk65000994976015,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
hp,O,0
all,O,0
in,O,0
one,O,0
desktop,O,0
computer,O,0
400,O,0
each,O,0
20500,O,0
82000,O,0
10,O,0
90200,O,0
touch,O,0
screen,O,0
2,O,0
ws,O,0
pro,O,0
mini,O,0
pocket,O,0
pc,O,0
windows,O,0
300,O,0
each,O,0
11900,O,0
35700,O,0
10,O,0
39270,O,0
10,O,0
computer,O,0
stick,O,0
intel,O,0
z8350,O,0
quad,O,0
core,O,0
3,O,0
gaming,O,0
pc,O,0
desktop,O,0
computer,O,0
100,O,0
each,O,0
99950,O,0
99950,O,0
10,O,0
1,O,0
09945,O,0
hdmi,O,0
rgb,O,0
intel,O,0
i7,O,0
rtx,O,0
2060,O,0
hddssd,O,0
windows,O,0
10,O,0
wifi,O,0
lenovo,O,0
c2o-oo..all,O,0
in,O,0
one,O,0
200,O,0
each,O,0
27764,O,0
55528,O,0
10,O,0
61081,O,0
desktop,O,0
computer,O,0
with,O,0
wireless,O,0
mouse_,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
2,O,0
73178,O,0
27318,O,0
3,O,0
00496,O,0
total,O,0
2,O,0
73178,O,0
27318,O,0
3,O,0
00496,O,0
invoice,O,0
no:,O,0
32135544,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
08/16/2014,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
reed,O,0
and,O,0
sons,O,0
lucas-barnett,O,0
unit,O,0
5010,O,0
box,O,0
0461,O,0
usns,O,0
scott,O,0
dpo,O,0
aa,O,0
27717,O,0
fpo,O,0
aa,O,0
73490,O,0
tax,O,0
id:,O,0
912-95-0493,O,0
tax,O,0
id:,O,0
997-85-1616,O,0
iban:,O,0
gb2ivguq93040788957754,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
wine,O,0
bottle,O,0
storage,O,0
6,O,0
slots,O,0
400,O,0
each,O,0
3059,O,0
12236,O,0
10,O,0
13460,O,0
modern,O,0
countertop,O,0
metal,O,0
rack,O,0
kitchen,O,0
bar,O,0
organizer,O,0
2,O,0
anthropologie,O,0
gold,O,0
elegant,O,0
400,O,0
each,O,0
1998,O,0
7992,O,0
10,O,0
8791,O,0
swan,O,0
decorative,O,0
metal,O,0
bottle,O,0
stopper,O,0
wine,O,0
saver,O,0
3,O,0
mdesign,O,0
metal,O,0
wine,O,0
rack,O,0
400,O,0
each,O,0
4499,O,0
17996,O,0
10,O,0
19796,O,0
storage,O,0
organizer,O,0
12,O,0
bottles,O,0
dark,O,0
gray,O,0
tiffany,O,0
and,O,0
co,O,0
pair,O,0
2,O,0
stemless,O,0
200,O,0
each,O,0
7499,O,0
14998,O,0
10,O,0
16498,O,0
wine,O,0
champagne,O,0
glasses,O,0
original,O,0
stickers,O,0
no,O,0
box,O,0
5,O,0
outdoor,O,0
wine,O,0
glass,O,0
beer,O,0
holder,O,0
300,O,0
each,O,0
1144,O,0
3432,O,0
10,O,0
3775,O,0
to,O,0
armrest,O,0
with,O,0
attachments,O,0
red,O,0
wine,O,0
base,O,0
_yoxq,O,0
hardwood,O,0
wine,O,0
rack,O,0
12,O,0
bottles,O,0
300,O,0
each,O,0
2000,O,0
6000,O,0
10,O,0
6600,O,0
very,O,0
nice,O,0
eonophiles,O,0
delight,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
62654,O,0
6265,O,0
68919,O,0
total,O,0
62654,O,0
6265,O,0
68919,O,0
invoice,O,0
no:,O,0
67117171,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
01/27/2021,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
gilmore,O,0
brady,O,0
and,O,0
carter,O,0
phillips-moreno,O,0
56436,O,0
dam,O,0
suite,O,0
437,O,0
1293,O,0
lawrence,O,0
estates,O,0
suite,O,0
940,O,0
lake,O,0
rebecca,O,0
la,O,0
78907,O,0
besthaven,O,0
nv,O,0
23717,O,0
tax,O,0
id:,O,0
905-96-1343,O,0
tax,O,0
id:,O,0
953-91-5577,O,0
iban:,O,0
gb86oulb80821848504333,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
the,O,0
complete,O,0
idiots,O,0
guide,O,0
to,O,0
400,O,0
each,O,0
449,O,0
1796,O,0
10,O,0
1976,O,0
trouble-free,O,0
home,O,0
re,O,0
2,O,0
aesops,O,0
fables,O,0
aesop,O,0
illustrated,O,0
400,O,0
each,O,0
3465,O,0
13860,O,0
10,O,0
15246,O,0
by,O,0
a.,O,0
rackham,O,0
sealed,O,0
leather,O,0
bound,O,0
collectible,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
15656,O,0
1566,O,0
17222,O,0
total,O,0
15656,O,0
1566,O,0
17222,O,0
amy,O,0
invoice,O,0
no:,O,0
86164702,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
05/15/2020,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
peterson,O,0
hester,O,0
and,O,0
mckee,O,0
hernandez,O,0
wright,O,0
and,O,0
pena,O,0
unit,O,0
6986,O,0
box,O,0
0053,O,0
01185,O,0
sherry,O,0
manor,O,0
dpo,O,0
ae,O,0
88791,O,0
robertburgh,O,0
il,O,0
76443,O,0
tax,O,0
id:,O,0
910-72-7762,O,0
tax,O,0
id:,O,0
914-91-3852,O,0
iban:,O,0
gb49jbkj55747171436200,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
dell,O,0
optiplex,O,0
all,O,0
in,O,0
one,O,0
500,O,0
each,O,0
12999,O,0
64995,O,0
10,O,0
71495,O,0
windows,O,0
10,O,0
desktop,O,0
computer,O,0
780,O,0
3.oghz,O,0
4gb,O,0
250gb,O,0
19,O,0
lcd,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
64995,O,0
6500,O,0
71495,O,0
total,O,0
64995,O,0
6500,O,0
71495,O,0
invoice,O,0
no:,O,0
46920651,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
11/15/2015,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
powell,O,0
ltd,O,0
clark,O,0
brown,O,0
and,O,0
jones,O,0
008,O,0
gallagher,O,0
unions,O,0
252,O,0
courtney,O,0
motorway,O,0
south,O,0
brettton,O,0
fl,O,0
39360,O,0
north,O,0
laurie,O,0
dc,O,0
43805,O,0
tax,O,0
id:,O,0
903-73-3000,O,0
tax,O,0
id:,O,0
947-82-8284,O,0
iban:,O,0
gbziaytx61593300702772,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
